Information Gain,Column Number
0.059042,738
0.059027,56
0.058363,1329
0.058115,891
0.058114,243
0.05776,193
0.057475,188
0.057294,1341
0.056936,252
0.056368,107
0.056327,1124
0.056276,365
0.055806,389
0.055583,1174
0.05534,978
0.055102,1155
0.054446,1140
0.053456,661
0.053068,1147
0.052953,421
0.052925,473
0.052881,392
0.052436,328
0.052165,1189
0.051996,382
0.050969,1309
0.050621,702
0.050614,420
0.050106,460
0.050054,372
0.049727,1311
0.049617,1216
0.049421,385
0.048689,724
0.048572,1165
0.048371,109
0.048049,419
0.047815,673
0.047276,1278
0.047124,1277
0.04688,1314
0.046863,424
0.046733,1151
0.04665,469
0.046541,394
0.046294,1145
0.045705,1191
0.04537,417
0.045335,671
0.045284,1157
0.045243,386
0.044739,729
0.044522,672
0.044348,1143
0.043882,1035
0.043703,1152
0.043598,1142
0.04342,1161
0.043385,1160
0.043102,1159
0.042975,1138
0.042972,108
0.042963,387
0.042963,704
0.04286,1144
0.042792,670
0.042685,1137
0.042674,1135
0.042665,1146
0.042665,1158
0.04257,1141
0.042556,1183
0.042255,1507
0.042217,1150
0.042193,1590
0.042156,390
0.042148,395
0.04212,1175
0.04184,1149
0.041821,1192
0.041788,1190
0.041239,1177
0.041228,472
0.041125,980
0.041061,1176
0.040947,1166
0.040402,940
0.040278,422
0.040156,1178
0.039635,1203
0.038886,475
0.038758,639
0.038454,114
0.038258,474
0.03792,1168
0.037723,659
0.037662,1169
0.037414,1626
0.036664,470
0.036502,1483
0.036072,1164
0.03601,1172
0.035444,463
0.035251,1018
0.035154,1163
0.035125,465
0.03499,476
0.034128,698
0.033993,988
0.033686,1015
0.033595,400
0.033584,1167
0.033395,1171
0.032961,1551
0.032935,1184
0.032879,1591
0.032791,1010
0.032286,843
0.032234,1604
0.032046,1013
0.032016,640
0.031821,1162
0.031604,1130
0.03151,1121
0.031494,1587
0.031357,642
0.031345,1230
0.031257,1428
0.031158,1020
0.030885,1538
0.030752,1185
0.030628,1180
0.030608,1187
0.030448,1029
0.030442,1409
0.030434,628
0.030334,1181
0.030317,1179
0.030311,984
0.030287,1133
0.030172,1186
0.030172,1182
0.030139,1438
0.030027,1188
0.029822,1407
0.029786,1460
0.029702,987
0.029516,1198
0.029201,1624
0.028986,1545
0.02897,994
0.028908,316
0.0289,732
0.028853,1544
0.02879,634
0.028738,1625
0.028713,1134
0.02869,1025
0.028688,1585
0.028608,721
0.028573,317
0.028547,1111
0.028398,1527
0.028393,1549
0.028386,1524
0.028107,1032
0.028081,1051
0.027952,318
0.027673,1540
0.027664,1095
0.027648,1019
0.027429,1236
0.027259,1402
0.027207,983
0.027205,877
0.027148,1510
0.027099,1401
0.026914,715
0.026825,1243
0.026802,1526
0.026795,1294
0.026679,986
0.026643,1506
0.026638,1400
0.026615,1297
0.026615,1290
0.026534,1404
0.026534,1403
0.026454,1044
0.026367,1291
0.026323,1399
0.02627,1586
0.026202,985
0.026185,1405
0.026083,1410
0.026027,1393
0.025888,981
0.025858,1397
0.025819,1129
0.025808,1295
0.025735,1196
0.025703,1398
0.025686,1033
0.025593,1597
0.025581,1596
0.025554,1248
0.025541,1458
0.025527,1431
0.025463,1246
0.025442,1552
0.025353,1250
0.0253,1396
0.025295,1280
0.025283,1408
0.025258,1482
0.025252,1627
0.025251,1306
0.025156,1555
0.025146,1394
0.025146,1395
0.025102,1411
0.024966,1045
0.024877,1406
0.024604,1279
0.024547,1412
0.024409,1285
0.024375,1287
0.024375,1288
0.024331,1283
0.024307,1473
0.024211,1227
0.02417,1284
0.024163,1233
0.024162,1131
0.024132,1281
0.024057,1413
0.024042,762
0.024036,997
0.024032,1286
0.023969,1256
0.023932,1529
0.023862,1531
0.023862,763
0.023793,1252
0.023653,1633
0.023498,1434
0.0234,1570
0.023315,1446
0.0233,1222
0.023267,1364
0.023241,1548
0.023215,1114
0.023181,1031
0.02315,1495
0.023139,781
0.023131,1125
0.023121,1223
0.023098,1115
0.023089,1234
0.023084,617
0.023082,1536
0.023073,1459
0.023015,1490
0.023015,1491
0.022991,1126
0.022991,1127
0.022982,1224
0.022943,1226
0.022821,1432
0.02282,1499
0.02282,1028
0.022811,1231
0.022757,1466
0.022757,1469
0.022749,1122
0.022691,1634
0.022678,1030
0.022651,1630
0.022597,819
0.022594,1273
0.022507,1631
0.022501,1623
0.0225,1629
0.022447,1496
0.022446,1463
0.0224,1494
0.022361,1123
0.022348,1378
0.022348,1628
0.022339,1237
0.022313,1532
0.022246,1498
0.022223,1116
0.022221,1298
0.022219,1229
0.022199,1272
0.022196,1632
0.022143,1083
0.022127,1206
0.022093,1000
0.022093,1492
0.022073,1336
0.022062,1117
0.022058,1120
0.022038,1096
0.022007,1268
0.022007,1266
0.022007,1267
0.022007,1265
0.021965,1271
0.02195,1008
0.021896,1006
0.021879,1374
0.02185,1253
0.021812,1012
0.021808,620
0.021808,1275
0.021802,1269
0.021792,1241
0.021781,1264
0.021781,1263
0.021781,1262
0.021736,1022
0.02173,1387
0.021704,1225
0.021703,1245
0.021695,1436
0.021687,1261
0.021683,930
0.021656,1270
0.02156,1276
0.021532,1254
0.021532,1255
0.02152,1007
0.021491,1119
0.021482,1429
0.02148,765
0.021469,1202
0.021466,1456
0.021433,1240
0.021413,1274
0.021377,1193
0.021367,1027
0.021361,1589
0.021327,1308
0.021325,767
0.021324,1118
0.021305,1251
0.021291,1497
0.02122,1247
0.021181,1572
0.021117,1501
0.021107,1009
0.021085,1260
0.021085,1259
0.021085,1258
0.021085,1257
0.021037,1024
0.020975,1249
0.020902,1195
0.020886,1622
0.020836,1525
0.020824,1584
0.020785,1504
0.020772,1500
0.020738,1197
0.020734,1201
0.020734,1200
0.020734,1011
0.020703,1307
0.020689,1477
0.020669,1026
0.020646,1505
0.020601,1023
0.020573,1535
0.020569,1435
0.020549,675
0.020456,1547
0.020444,1021
0.020383,1503
0.020383,1502
0.020329,1443
0.020324,1091
0.0203,1080
0.020256,1480
0.020159,1561
0.020103,1562
0.020048,1530
0.01998,1557
0.019978,1392
0.019976,616
0.019945,120
0.019876,820
0.019867,1559
0.01986,1475
0.019838,1528
0.019828,1372
0.019828,1373
0.019785,1094
0.019732,1451
0.019705,1563
0.01968,1389
0.01968,1390
0.01968,1388
0.019675,1476
0.019631,1489
0.019602,1534
0.019398,1560
0.019393,1546
0.019393,1539
0.019371,1367
0.01937,1357
0.01937,1355
0.01937,1356
0.019301,1376
0.019212,1368
0.019212,1366
0.019211,1479
0.019208,1362
0.019196,1301
0.019167,1360
0.019167,1358
0.019167,1359
0.019158,630
0.019155,873
0.01913,1595
0.019122,931
0.019053,1447
0.019017,872
0.018996,1363
0.018985,1472
0.018971,1361
0.01896,1554
0.018959,1556
0.018959,1558
0.018945,1581
0.018934,1317
0.018909,1081
0.018884,1365
0.018874,1386
0.018838,1481
0.018819,1553
0.018796,871
0.01877,1537
0.018715,1385
0.018707,1541
0.018707,1542
0.018705,922
0.018661,1550
0.018649,1305
0.018621,1467
0.018533,1377
0.018526,1543
0.018523,1468
0.018492,1592
0.018486,874
0.018461,1579
0.018457,924
0.01844,1304
0.018431,1445
0.01842,867
0.018417,1391
0.018411,870
0.018402,1370
0.018399,720
0.018383,949
0.018365,1465
0.018365,1462
0.018351,1061
0.018276,1449
0.018214,1369
0.018214,1371
0.018204,875
0.018197,1441
0.018159,682
0.018147,1382
0.01813,869
0.018123,1384
0.018121,1454
0.018121,1450
0.018107,1533
0.018065,868
0.018055,1567
0.018025,1583
0.018,1599
0.017988,1383
0.017988,1381
0.01798,1380
0.017966,1108
0.017965,1453
0.017965,1455
0.01784,970
0.017834,962
0.017806,1375
0.017806,1379
0.017777,1452
0.017775,851
0.017753,1354
0.017728,1109
0.017708,1100
0.017655,1437
0.017607,1097
0.017606,1093
0.017601,1101
0.01758,1582
0.017443,1098
0.017419,848
0.017412,1106
0.017391,1105
0.017349,1440
0.017349,1439
0.017349,1442
0.017337,1102
0.017314,1594
0.017256,1084
0.017217,806
0.017149,1574
0.017119,1487
0.017116,1575
0.01711,687
0.017095,816
0.017073,1104
0.017053,960
0.01701,1052
0.016988,1580
0.016969,1103
0.016962,1577
0.016956,1606
0.016918,1573
0.016904,1486
0.016885,618
0.016883,1351
0.016827,1578
0.016794,712
0.016758,1615
0.016696,1605
0.016614,1088
0.016597,1488
0.016577,1603
0.016499,1001
0.01649,906
0.016467,1565
0.016372,1568
0.016365,1085
0.016358,638
0.016309,1564
0.016292,991
0.016288,1089
0.01622,300
0.016205,1059
0.0162,1335
0.016138,1343
0.016126,1484
0.016081,298
0.016054,1569
0.016054,1571
0.016054,1566
0.016042,1334
0.016042,1332
0.016003,694
0.015996,691
0.015929,1077
0.015929,1078
0.015894,1090
0.015867,1426
0.015793,1345
0.015781,1598
0.015714,689
0.015712,1602
0.015707,690
0.015696,685
0.015614,1327
0.015604,975
0.015564,1600
0.015547,1338
0.015473,1333
0.015473,1330
0.015446,1344
0.015383,1601
0.015381,866
0.01538,1056
0.015334,1425
0.015323,1072
0.015315,972
0.015315,1331
0.015287,380
0.015194,1325
0.015183,1337
0.015079,1339
0.015065,885
0.015045,1073
0.015022,977
0.015008,684
0.01499,853
0.014975,973
0.01494,686
0.014921,1340
0.014889,730
0.014882,736
0.014807,941
0.014806,1324
0.014755,1328
0.014745,1610
0.014732,968
0.014719,1515
0.014708,1352
0.014706,974
0.014651,965
0.014624,1326
0.014589,1353
0.014487,1349
0.014487,1219
0.014487,879
0.014484,697
0.014479,1347
0.014468,884
0.014466,1323
0.014462,990
0.014448,1346
0.014432,1321
0.014432,1322
0.014412,711
0.014345,761
0.014321,1348
0.014321,1350
0.014265,969
0.014229,921
0.014229,863
0.014196,766
0.014188,708
0.01418,955
0.014151,754
0.014125,959
0.014011,134
0.013933,683
0.013858,967
0.013837,953
0.013837,954
0.013837,952
0.01378,956
0.013773,714
0.01375,717
0.013694,1064
0.013693,943
0.013685,966
0.013674,716
0.013657,734
0.013642,1523
0.013636,737
0.013597,735
0.013591,883
0.013588,818
0.013491,745
0.013472,942
0.013466,923
0.013465,882
0.013434,950
0.013409,947
0.0134,881
0.013389,741
0.013389,740
0.013389,743
0.013389,744
0.013372,903
0.013367,733
0.013357,821
0.013335,782
0.013311,722
0.013282,723
0.013255,824
0.013253,731
0.013252,951
0.013252,946
0.013231,718
0.01323,728
0.013132,925
0.013116,822
0.013065,893
0.013027,957
0.01302,1620
0.013016,746
0.013016,789
0.013009,934
0.012995,769
0.012965,920
0.012965,880
0.012964,944
0.01287,958
0.012863,749
0.012839,786
0.012838,948
0.012835,681
0.012765,1522
0.012757,809
0.012734,785
0.012714,787
0.012685,791
0.012676,790
0.012652,878
0.012628,695
0.012437,700
0.012436,1066
0.012384,905
0.012357,912
0.012325,703
0.012301,910
0.012255,797
0.012184,812
0.012149,919
0.012113,928
0.012048,696
0.012007,1619
0.011973,1618
0.011952,909
0.011913,916
0.011912,902
0.011912,907
0.011901,1220
0.011847,1418
0.01177,914
0.01177,908
0.011745,1417
0.011745,1416
0.011745,1414
0.01173,1218
0.01172,1112
0.011683,772
0.01167,627
0.011628,773
0.011625,901
0.01159,1057
0.011569,770
0.011512,293
0.01151,1423
0.01151,933
0.011495,1420
0.01149,892
0.011469,1113
0.011449,1509
0.011437,783
0.011413,1054
0.011367,938
0.011313,1419
0.011313,1427
0.011287,1612
0.011224,935
0.011224,936
0.011192,1421
0.011191,777
0.011189,1060
0.011158,1004
0.011153,776
0.011143,780
0.011142,1067
0.011126,775
0.011094,1422
0.011079,1221
0.011047,1058
0.011047,1055
0.011045,1520
0.011042,779
0.010971,641
0.010951,1075
0.010937,1424
0.010862,1513
0.010762,1074
0.010708,778
0.010602,1519
0.010549,1521
0.010544,1069
0.010513,1517
0.010494,643
0.010421,998
0.010179,1518
0.010179,1516
0.010179,1514
0.010011,1611
0.009989,1511
0.009948,1508
0.009922,1621
0.009791,282
0.009791,280
0.009791,281
0.009737,1512
0.009726,657
0.009641,418
0.009483,774
0.009442,635
0.009406,752
0.009351,649
0.009311,751
0.009198,1608
0.009182,623
0.009117,651
0.009066,648
0.008994,133
0.008953,637
0.008941,636
0.008935,621
0.008903,1210
0.008827,1209
0.008589,653
0.008513,1614
0.008513,1613
0.008464,1215
0.008374,1609
0.008316,750
0.008277,111
0.008277,112
0.008099,1207
0.008059,1208
0.007958,1616
0.007921,1320
0.007895,151
0.007892,1217
0.007856,1212
0.007777,291
0.007768,1214
0.007712,669
0.007639,1617
0.007579,644
0.007561,663
0.007543,654
0.007502,1211
0.007363,664
0.007357,1070
0.007168,705
0.007155,1213
0.007112,706
0.007069,1002
0.006933,1318
0.00693,665
0.006896,993
0.006877,101
0.006877,95
0.006873,666
0.006845,668
0.006758,1003
0.006521,413
0.006482,1316
0.006414,330
0.006382,161
0.006259,459
0.006259,455
0.006259,456
0.006259,152
0.006259,458
0.006259,457
0.00623,1315
0.006154,1319
0.006105,299
0.006105,454
0.006086,900
0.006044,66
0.005951,319
0.005796,373
0.005642,379
0.005555,887
0.005546,888
0.005432,1313
0.005094,363
0.005094,362
0.005023,895
0.004997,899
0.004997,898
0.004997,897
0.004868,896
0.004853,225
0.004849,890
0.004749,162
0.004717,123
0.004717,122
0.004717,121
0.004562,996
0.004562,832
0.004562,726
0.004562,995
0.004562,377
0.004562,378
0.004562,375
0.004562,376
0.004562,87
0.004562,374
0.004476,320
0.004412,495
0.004408,99
0.004408,98
0.004408,97
0.004408,100
0.004408,96
0.004277,224
0.003941,414
0.003864,254
0.003756,46
0.003321,242
0.003245,159
0.003245,158
0.003245,237
0.00309,253
0.003087,407
0.003087,86
0.003087,84
0.003087,406
0.003087,83
0.003087,85
0.002838,167
0.002654,166
0.002343,233
0.002343,232
0.002118,275
0.002118,276
0.002065,235
0.002007,359
0.002007,357
0.002007,361
0.002007,360
0.002007,358
0.002007,337
0.002007,356
0.002007,340
0.002007,339
0.002007,341
0.002007,344
0.002007,342
0.002007,338
0.002007,336
0.002007,335
0.002007,334
0.002007,355
0.002007,331
0.002007,333
0.002007,343
0.002007,332
0.002007,345
0.002007,346
0.002007,354
0.002007,351
0.002007,352
0.002007,353
0.002007,348
0.002007,349
0.002007,347
0.002007,350
0.001903,45
0.001903,44
0.001903,43
0.001903,42
0.001897,170
0.001853,154
0.001853,155
0.001853,157
0.001853,156
0.001853,153
0.001749,41
0.001698,443
0.001698,444
0.001698,440
0.001698,441
0.001698,439
0.001698,442
0.001698,453
0.001698,445
0.001698,452
0.001698,437
0.001698,446
0.001698,451
0.001698,450
0.001698,449
0.001698,448
0.001698,447
0.001698,438
0.001698,432
0.001698,436
0.001698,429
0.001698,428
0.001698,435
0.001698,430
0.001698,427
0.001698,431
0.001698,426
0.001698,434
0.001698,433
0.001605,40
0.001544,493
0.001544,491
0.001544,492
0.001544,588
0.001544,490
0.001544,494
0.001544,425
0.001544,589
0.001544,582
0.001544,590
0.001544,579
0.001544,580
0.001544,488
0.001544,581
0.001544,489
0.001544,586
0.001544,487
0.001544,478
0.001544,583
0.001544,584
0.001544,585
0.001544,483
0.001544,477
0.001544,479
0.001544,481
0.001544,482
0.001544,587
0.001544,591
0.001544,480
0.001432,229
0.001432,230
0.001432,228
0.001389,506
0.001389,545
0.001389,567
0.001389,536
0.001389,569
0.001389,566
0.001389,565
0.001389,564
0.001389,563
0.001389,562
0.001389,568
0.001389,570
0.001389,560
0.001389,575
0.001389,576
0.001389,571
0.001389,574
0.001389,573
0.001389,534
0.001389,535
0.001389,572
0.001389,561
0.001389,559
0.001389,538
0.001389,537
0.001389,546
0.001389,548
0.001389,544
0.001389,543
0.001389,542
0.001389,541
0.001389,540
0.001389,547
0.001389,549
0.001389,558
0.001389,556
0.001389,557
0.001389,550
0.001389,555
0.001389,554
0.001389,553
0.001389,552
0.001389,551
0.001389,577
0.001389,533
0.001389,532
0.001389,497
0.001389,498
0.001389,513
0.001389,507
0.001389,508
0.001389,509
0.001389,510
0.001389,511
0.001389,505
0.001389,499
0.001389,222
0.001389,502
0.001389,504
0.001389,503
0.001389,501
0.001389,221
0.001389,500
0.001389,220
0.001389,531
0.001389,512
0.001389,514
0.001389,527
0.001389,525
0.001389,526
0.001389,528
0.001389,515
0.001389,529
0.001389,530
0.001389,578
0.001389,524
0.001389,523
0.001389,517
0.001389,516
0.001389,522
0.001389,518
0.001389,519
0.001389,539
0.001389,521
0.001389,520
0.001293,213
0.001293,216
0.001269,189
0.001269,190
0.001187,415
0.001113,117
0.001113,118
0.001109,215
0.001109,214
0.00108,496
0.00104,611
0.000885,370
0.000885,854
0.000885,1047
0.000863,146
0.000863,147
0.000646,290
0.000496,142
0.000496,141
0.000492,257
0.000463,36
0.000463,262
0.000463,34
0.000463,263
0.000463,35
0.000463,39
0.000463,261
0.000463,37
0.000463,264
0.000463,33
0.000463,32
0.000463,265
0.000463,269
0.000463,268
0.000463,30
0.000463,31
0.000463,266
0.000463,38
0.000463,267
0.000372,270
0.000372,271
0.000372,260
0.000308,23
0.000308,22
0.000308,125
0.000308,21
0.000308,25
0.000308,24
0.000308,20
0.000308,28
0.000308,19
0.000308,16
0.000308,17
0.000308,18
0.000308,27
0.000308,26
0.000308,29
0.000308,129
0.000308,127
0.000308,126
0.000308,124
0.000308,128
0.000308,793
0.000308,130
0.000308,131
0.000308,132
0.000261,312
0.000154,4
0.000154,6
0.000154,5
0.000154,2
0.000154,3
0.000154,8
0.000154,7
0.000154,1635
0.000154,9
0.000154,10
0.000154,15
0.000154,14
0.000154,13
0.000154,12
0.000154,11
0.000154,1
