Information Gain,Column Number
0.116759,292
0.11665,812
0.116384,540
0.116384,426
0.116384,1244
0.116219,350
0.116207,731
0.116183,556
0.116182,535
0.116182,1052
0.116115,97
0.116093,137
0.11598,331
0.11598,1042
0.11598,1195
0.11598,1222
0.11571,1266
0.115687,1116
0.115666,140
0.115579,724
0.115327,960
0.115327,1353
0.115327,955
0.115125,841
0.114958,894
0.114398,730
0.113803,562
0.113797,522
0.113609,681
0.113501,279
0.113416,595
0.113416,1209
0.113373,1119
0.113223,389
0.113223,717
0.113223,700
0.113223,847
0.113062,1176
0.11303,864
0.11303,1250
0.11303,411
0.11303,533
0.113024,1320
0.11293,621
0.112838,747
0.112838,382
0.112838,265
0.112838,380
0.112838,879
0.112838,875
0.112838,691
0.112838,757
0.112838,943
0.112838,940
0.112838,939
0.112838,1253
0.112838,1231
0.112838,1268
0.112838,451
0.112838,1229
0.112838,1226
0.112838,565
0.112838,1221
0.112838,575
0.112838,1224
0.112838,21
0.112838,1259
0.112838,20
0.112838,1254
0.112838,1249
0.112838,1258
0.112838,1247
0.112838,1255
0.112838,18
0.112838,1256
0.112838,1257
0.112838,1252
0.112838,571
0.112838,475
0.112838,489
0.112838,1215
0.112838,476
0.112838,487
0.112838,491
0.112838,490
0.112838,518
0.112838,1208
0.11262,1202
0.112593,729
0.112456,1196
0.11235,23
0.112294,777
0.112164,1370
0.11212,338
0.112104,258
0.112102,514
0.111975,355
0.111872,1230
0.111855,618
0.111185,701
0.111181,1025
0.111085,1190
0.110702,825
0.110685,866
0.110645,1422
0.110094,746
0.109338,763
0.10895,876
0.108706,853
0.108376,424
0.108335,496
0.108173,781
0.107808,1144
0.107671,24
0.107663,890
0.107629,1295
0.107532,523
0.107517,585
0.107473,599
0.107216,521
0.107216,742
0.107208,1071
0.107154,370
0.107049,203
0.10697,103
0.106951,517
0.106712,351
0.106463,407
0.105877,587
0.105857,851
0.105547,716
0.105409,306
0.105385,552
0.105093,929
0.105093,199
0.105093,725
0.104958,1319
0.104758,630
0.10462,732
0.104457,971
0.104401,364
0.104354,790
0.104169,17
0.104102,831
0.103748,736
0.103575,558
0.103558,733
0.103275,1192
0.103156,1316
0.102466,348
0.10237,305
0.102279,1199
0.102054,666
0.101905,296
0.101885,698
0.101854,208
0.101836,368
0.101836,661
0.101697,902
0.101618,1067
0.1016,1088
0.101595,89
0.101223,674
0.101185,634
0.101185,255
0.10097,685
0.100841,365
0.100755,1053
0.100755,793
0.100755,863
0.100755,542
0.100755,361
0.100755,924
0.10069,193
0.100582,1109
0.100389,1178
0.100371,83
0.100327,75
0.100249,755
0.10003,687
0.099691,290
0.099658,238
0.099358,138
0.09927,268
0.099061,1293
0.099061,262
0.098852,1082
0.09869,449
0.098635,976
0.098563,445
0.098461,660
0.098437,678
0.098372,638
0.09823,1267
0.09823,852
0.09823,1270
0.09823,1174
0.09823,1300
0.098154,192
0.098023,1291
0.098023,676
0.098023,815
0.098023,726
0.098023,278
0.097818,1108
0.097818,772
0.097818,276
0.097818,347
0.097818,611
0.097818,839
0.097818,799
0.097818,1274
0.097818,251
0.097613,817
0.097613,898
0.097613,867
0.097613,438
0.097613,807
0.097613,335
0.097613,797
0.097613,787
0.097613,844
0.097613,914
0.097613,448
0.097613,434
0.097613,330
0.097613,446
0.097613,288
0.097613,173
0.097613,1074
0.097613,1354
0.097613,1351
0.097613,139
0.097613,662
0.097613,1350
0.097613,1003
0.097613,1187
0.097613,256
0.097613,1296
0.097613,1010
0.097613,682
0.097613,1084
0.097613,1273
0.097613,354
0.097613,583
0.097613,684
0.097479,167
0.097409,581
0.097409,452
0.097409,324
0.097409,699
0.097409,453
0.097409,707
0.097409,690
0.097409,708
0.097409,702
0.097409,703
0.097409,574
0.097409,820
0.097409,573
0.097409,706
0.097409,705
0.097409,572
0.097409,328
0.097409,704
0.097409,504
0.097409,671
0.097409,833
0.097409,375
0.097409,655
0.097409,439
0.097409,848
0.097409,612
0.097409,616
0.097409,620
0.097409,627
0.097409,311
0.097409,626
0.097409,440
0.097409,843
0.097409,441
0.097409,455
0.097409,316
0.097409,593
0.097409,592
0.097409,594
0.097409,442
0.097409,443
0.097409,597
0.097409,314
0.097409,454
0.097409,458
0.097409,456
0.097409,546
0.097409,545
0.097409,474
0.097409,544
0.097409,473
0.097409,472
0.097409,457
0.097409,360
0.097409,470
0.097409,547
0.097409,471
0.097409,543
0.097409,486
0.097409,530
0.097409,526
0.097409,764
0.097409,503
0.097409,768
0.097409,502
0.097409,501
0.097409,776
0.097409,752
0.097409,753
0.097409,524
0.097409,469
0.097409,468
0.097409,466
0.097409,461
0.097409,712
0.097409,460
0.097409,804
0.097409,459
0.097409,711
0.097409,333
0.097409,709
0.097409,710
0.097409,811
0.097409,566
0.097409,462
0.097409,548
0.097409,463
0.097409,343
0.097409,550
0.097409,798
0.097409,801
0.097409,339
0.097409,465
0.097409,464
0.097409,561
0.097409,553
0.097409,536
0.097409,433
0.097409,857
0.097409,1127
0.097409,164
0.097409,1180
0.097409,1120
0.097409,1117
0.097409,1113
0.097409,1112
0.097409,1047
0.097409,1171
0.097409,1182
0.097409,1040
0.097409,1269
0.097409,1275
0.097409,150
0.097409,1240
0.097409,1228
0.097409,1205
0.097409,1200
0.097409,1185
0.097409,1041
0.097409,1039
0.097409,1283
0.097409,235
0.097409,234
0.097409,1028
0.097409,236
0.097409,1013
0.097409,237
0.097409,1002
0.097409,1000
0.097409,1026
0.097409,1029
0.097409,1038
0.097409,1036
0.097409,1037
0.097409,1030
0.097409,1035
0.097409,1034
0.097409,1033
0.097409,1032
0.097409,1031
0.097409,108
0.097409,1284
0.097409,263
0.097409,52
0.097409,51
0.097409,49
0.097409,53
0.097409,54
0.097409,68
0.097409,71
0.097409,81
0.097409,50
0.097409,48
0.097409,1342
0.097409,39
0.097409,38
0.097409,47
0.097409,42
0.097409,43
0.097409,44
0.097409,45
0.097409,46
0.097409,87
0.097409,90
0.097409,1285
0.097409,1323
0.097409,1324
0.097409,1326
0.097409,1318
0.097409,1299
0.097409,1288
0.097409,1287
0.097409,1286
0.097409,1325
0.097409,1327
0.097409,1336
0.097409,1334
0.097409,1335
0.097409,1328
0.097409,1333
0.097409,1332
0.097409,1331
0.097409,1330
0.097409,1329
0.097409,259
0.097409,1136
0.097409,917
0.097409,271
0.097409,961
0.097409,962
0.097409,936
0.097409,300
0.097409,965
0.097409,959
0.097409,272
0.097409,882
0.097409,273
0.097409,934
0.097409,932
0.097409,923
0.097409,922
0.097409,274
0.097409,966
0.097409,935
0.097409,872
0.097409,865
0.097409,862
0.097409,871
0.096282,106
0.096051,25
0.095974,321
0.094368,946
0.093755,1371
0.093229,1135
0.093229,1217
0.092945,663
0.092822,719
0.092699,105
0.092552,169
0.09253,329
0.092124,385
0.091733,101
0.091078,397
0.091028,194
0.09093,860
0.090713,868
0.090621,967
0.090538,714
0.090114,289
0.089902,409
0.089605,656
0.089562,74
0.089001,207
0.088721,281
0.088622,437
0.088542,921
0.08818,1419
0.087989,249
0.087547,180
0.087358,248
0.087081,538
0.086275,257
0.08619,507
0.086003,754
0.085984,892
0.085983,210
0.085451,513
0.085372,723
0.085338,877
0.085177,842
0.085155,181
0.084972,765
0.084664,165
0.084583,206
0.084387,605
0.083753,964
0.083258,367
0.082742,1313
0.082564,827
0.082433,689
0.082433,1232
0.082433,213
0.082433,1220
0.082407,6
0.08218,93
0.081576,838
0.081536,1122
0.081322,899
0.081191,1203
0.08071,100
0.080525,1301
0.079878,900
0.079115,1297
0.07879,204
0.078641,252
0.078368,1063
0.078236,82
0.076572,779
0.076002,693
0.075903,178
0.075307,1317
0.075113,884
0.074859,861
0.074583,819
0.074421,845
0.074144,254
0.073717,319
0.073542,10
0.073237,177
0.072797,617
0.072737,302
0.072587,767
0.07257,1214
0.07239,160
0.072344,649
0.072124,19
0.071997,57
0.07186,211
0.07186,1089
0.070907,1066
0.070793,275
0.07061,1093
0.07061,987
0.070085,539
0.069954,510
0.069649,374
0.069367,322
0.069184,756
0.068941,7
0.068933,697
0.068555,906
0.068483,537
0.068325,1073
0.068288,775
0.068095,897
0.068095,896
0.068095,1079
0.068095,73
0.067991,1124
0.067866,37
0.067866,886
0.067866,36
0.067866,789
0.067866,998
0.067866,563
0.067866,467
0.067866,30
0.067866,1114
0.067866,264
0.067866,223
0.067866,28
0.067866,29
0.067866,35
0.067866,27
0.067866,26
0.067866,31
0.067866,1048
0.067866,34
0.067866,33
0.067866,32
0.067866,69
0.067849,506
0.067671,308
0.066355,846
0.066038,84
0.065775,99
0.063902,694
0.063654,741
0.063222,198
0.061761,949
0.061572,915
0.060988,1421
0.060818,1161
0.060547,431
0.060403,1352
0.060244,778
0.060141,1115
0.059429,133
0.058726,1123
0.058387,1021
0.058132,286
0.057623,589
0.057247,8
0.056148,102
0.055374,1338
0.05492,1184
0.053909,1415
0.053909,1181
0.053757,740
0.053668,222
0.053668,557
0.053668,214
0.053668,653
0.053668,554
0.053668,188
0.052837,849
0.052359,79
0.052339,1233
0.052115,1007
0.052097,91
0.051688,933
0.051519,974
0.050992,325
0.050884,317
0.050698,1306
0.04908,228
0.04897,497
0.048427,508
0.048285,512
0.04825,994
0.047577,78
0.047555,1216
0.046932,692
0.046595,1276
0.045992,1380
0.04585,810
0.04564,718
0.045191,869
0.045045,182
0.045029,132
0.044476,1213
0.043993,623
0.04364,197
0.043582,168
0.043416,675
0.043312,327
0.043068,131
0.042432,887
0.042183,477
0.041625,1172
0.04148,1061
0.041473,120
0.041351,791
0.041304,1378
0.041219,870
0.041084,410
0.040485,578
0.040427,1311
0.040316,982
0.040312,326
0.040061,369
0.040061,1166
0.039956,1070
0.039807,447
0.039807,766
0.039807,346
0.039807,516
0.039807,739
0.039807,229
0.039692,500
0.0391,122
0.038949,930
0.038688,878
0.038016,1151
0.037866,873
0.037285,230
0.036723,250
0.036555,1083
0.036238,128
0.035787,978
0.034323,1423
0.034323,1420
0.034089,942
0.034032,1438
0.034032,1439
0.034032,1424
0.033992,903
0.033938,1278
0.033559,14
0.033469,121
0.033393,13
0.033104,304
0.032995,209
0.032616,1245
0.032157,668
0.032053,280
0.031955,1179
0.031866,986
0.031717,186
0.031091,1337
0.031064,1046
0.031064,200
0.030895,614
0.030895,391
0.030616,394
0.030616,392
0.030616,485
0.030337,398
0.030212,1219
0.029624,1404
0.029381,737
0.029303,669
0.028428,1400
0.028409,1279
0.028119,788
0.027866,1401
0.027623,1096
0.027327,1396
0.027229,579
0.026615,1241
0.026523,1441
0.026523,1417
0.026523,1126
0.026523,813
0.026523,157
0.026523,658
0.026257,215
0.026257,220
0.026257,218
0.026257,372
0.026257,219
0.026257,221
0.026257,217
0.026257,432
0.026257,415
0.026257,40
0.026257,163
0.026257,65
0.026257,63
0.026257,241
0.026257,62
0.026257,64
0.026257,242
0.026257,162
0.026257,417
0.026257,243
0.026257,416
0.026257,414
0.026257,413
0.026257,418
0.026257,61
0.026257,60
0.026257,41
0.026257,269
0.026257,161
0.026257,253
0.026257,336
0.026257,366
0.026257,59
0.026257,58
0.026257,231
0.026257,216
0.026257,1445
0.026257,1426
0.026257,1430
0.026257,601
0.026257,1444
0.026257,1433
0.026257,1431
0.026257,1429
0.026257,613
0.026257,1428
0.026257,1427
0.026257,1133
0.026257,1223
0.026257,738
0.026257,1432
0.026257,983
0.026257,1062
0.026257,1442
0.026257,1443
0.026257,916
0.026257,859
0.026257,478
0.026257,444
0.026257,1434
0.026257,695
0.026257,1435
0.026257,1436
0.026257,1437
0.026,119
0.024859,727
0.024829,239
0.023581,511
0.023279,919
0.022738,1310
0.022544,117
0.02241,130
0.022077,1397
0.022052,1292
0.022043,240
0.021596,283
0.021225,1177
0.021174,1367
0.020709,1212
0.020709,396
0.020709,1140
0.020604,858
0.019623,124
0.019389,586
0.019307,127
0.01905,1341
0.018782,1146
0.01873,1169
0.018522,170
0.018515,332
0.018515,1015
0.01814,1065
0.01814,782
0.018078,769
0.017554,435
0.017554,582
0.017262,1207
0.016971,125
0.016921,531
0.016828,1009
0.016643,1004
0.016383,814
0.016311,720
0.016259,654
0.015695,979
0.015609,650
0.015246,390
0.015246,5
0.014945,855
0.014928,155
0.01472,1102
0.014678,401
0.014665,393
0.014395,377
0.014395,679
0.014385,345
0.014114,1238
0.013833,1097
0.013833,1056
0.013553,340
0.013273,423
0.013273,1236
0.013273,1091
0.013273,412
0.012995,901
0.012995,1365
0.012995,1022
0.012995,883
0.012995,2
0.012995,3
0.012995,1008
0.012995,888
0.012995,1368
0.012995,1128
0.012995,1305
0.012995,1260
0.012995,1218
0.012995,1072
0.012995,1225
0.012995,1251
0.012995,1234
0.012995,1237
0.012995,1242
0.012995,1261
0.012995,1262
0.012995,1263
0.012995,104
0.012995,1106
0.012995,1107
0.012995,1265
0.012995,1264
0.012995,1155
0.012995,1158
0.012995,1243
0.012995,1
0.012995,402
0.012995,405
0.012995,644
0.012995,403
0.012995,404
0.012995,387
0.012995,419
0.012995,633
0.012995,809
0.012995,762
0.012995,816
0.012995,341
0.012995,422
0.012995,721
0.012995,495
0.012995,492
0.012995,421
0.012995,493
0.012995,420
0.012995,792
0.012995,494
0.012315,1085
0.012212,834
0.011627,509
0.01131,1344
0.010341,1345
0.009487,683
0.009271,1374
0.009165,1157
0.008878,118
0.008807,1440
0.008489,1425
0.008047,652
0.007831,1308
0.007739,1189
0.007459,1055
0.007459,1322
0.00723,11
0.00723,636
0.006917,602
0.006461,850
0.00632,15
0.006261,1369
0.006052,975
0.00596,830
0.005836,1005
0.005728,1376
0.005544,1246
0.005431,984
0.005317,145
0.005064,1168
0.004918,822
0.004759,1156
0.004759,1104
0.004759,891
0.004621,1080
0.004594,918
0.004399,1377
0.004095,715
0.004082,854
0.004082,551
0.004082,1006
0.003849,116
0.003849,115
0.003849,114
0.00376,1064
0.003363,1147
0.003345,1314
0.003189,1204
0.003169,297
0.002922,379
0.00235,1280
0.002339,342
0.002053,911
0.001943,889
0.001757,1090
0.001757,786
0.001462,624
0.001168,1044
0.001154,1054
0.000875,800
0.000875,1118
0.000875,436
0.000875,1402
0.000875,1302
0.000875,1394
0.000582,992
0.000582,312
0.000582,1392
0.000582,267
0.000582,1382
0.000582,1399
0.000582,1081
0.000582,985
0.000582,70
0.000582,647
0.000582,1058
0.000582,972
0.000462,907
0.000291,129
0.000291,686
0.000291,750
0.000291,836
0.000291,315
0.000291,785
0.000291,761
0.000291,1165
0.000291,1188
0.000291,743
0.000291,744
0.000291,677
0.000291,1201
0.000291,126
0.000291,635
0.000291,123
0.000291,912
0.000291,1372
0.000291,1364
0.000291,1387
0.000291,1389
0.000291,909
0.000291,1412
0.000291,910
0.000291,1366
0.000291,1362
0.000291,885
0.000291,1277
0.000291,549
0.000291,76
0.000291,1307
0.000291,94
0.000291,88
0.000291,958
0.000291,1357
0.000291,1069
0.000291,688
0.000291,1019
0.000291,805
0.000291,995
0.000291,996
0.000291,1098
0.000291,1111
0.000291,977
0.000291,988
0.000291,1057
0.000291,969
0.000291,1101
0.000291,1141
0.000291,1095
0.000291,1099
0,1016
0,1375
0,1381
0,1018
0,1379
0,266
0,1143
0,1012
0,1383
0,1388
0,1011
0,1386
0,1373
0,1384
0,1385
0,622
0,913
0,334
0,1358
0,619
0,77
0,1356
0,80
0,1355
0,1349
0,1359
0,1360
0,1361
0,1027
0,1390
0,1020
0,1043
0,1051
0,1363
0,1050
0,818
0,821
0,1391
0,905
0,904
0,1418
0,515
0,991
0,993
0,908
0,997
0,499
0,990
0,989
0,4
0,981
0,840
0,309
0,835
0,826
0,837
0,294
0,1416
0,1346
0,824
0,1001
0,1414
0,1398
0,973
0,1395
0,823
0,1393
0,1403
0,1405
0,1406
0,1411
0,1413
0,999
0,1410
0,1407
0,1409
0,1408
0,1347
0,625
0,832
0,1131
0,953
0,952
0,1186
0,1183
0,795
0,1175
0,1173
0,1197
0,1130
0,86
0,951
0,1103
0,344
0,735
0,1105
0,1110
0,758
0,1206
0,1170
0,956
0,774
0,1152
0,1154
0,1134
0,794
0,1150
0,1149
0,1148
0,1142
0,1139
0,1138
0,957
0,1163
0,1137
0,1164
0,1162
0,784
0,1160
0,1159
0,713
0,696
0,1239
0,1075
0,925
0,1289
0,631
0,1304
0,1303
0,1076
0,928
0,1309
0,629
0,806
0,1145
0,1059
0,808
0,1340
0,1315
0,1339
0,920
0,1077
0,1078
0,980
0,802
0,659
0,970
0,947
0,664
0,1100
0,680
0,948
0,945
0,944
0,651
0,931
0,829
0,637
0,937
0,803
0,1086
0,1087
0,323
