Information Gain,Column Number
0.0215463,1014
0.0215463,443
0.0215463,514
0.0215463,454
0.0215463,1000
0.0215463,519
0.019506,1034
0.019506,250
0.019506,1088
0.019506,968
0.019506,362
0.019506,251
0.019506,639
0.019506,181
0.019506,35
0.019506,459
0.019506,541
0.019506,38
0.019506,48
0.019506,37
0.019506,36
0.019506,39
0.019506,173
0.019506,600
0.019506,487
0.019506,783
0.019506,706
0.019506,1274
0.019506,283
0.019506,1243
0.019506,352
0.0181811,148
0.0181811,40
0.0181811,329
0.0181811,41
0.0181811,134
0.0181811,133
0.0181811,1116
0.0181811,58
0.0181811,44
0.0181811,43
0.0181811,42
0.0181811,722
0.0181811,118
0.0181811,356
0.0181811,241
0.0181811,132
0.0181811,425
0.0181811,1282
0.0181811,1061
0.0181811,597
0.0181811,242
0.0181811,86
0.0181811,135
0.0181811,590
0.0171959,1102
0.0171959,1154
0.0171959,165
0.0171959,1228
0.0164108,778
0.0164108,1238
0.0164108,701
0.0164108,1157
0.0164108,1042
0.0157579,350
0.0157579,188
0.0157579,190
0.0151989,164
0.0151989,903
0.0151989,671
0.0142761,1095
0.0135306,102
0.0135306,1105
0.0132053,842
0.0132053,269
0.0132053,1377
0.0132053,713
0.0129051,226
0.0126263,163
0.0126263,10
0.0123662,677
0.0121223,955
0.0121223,15
0.0116761,1074
0.0116761,711
0.0116761,172
0.0112757,324
0.0104246,1273
0.0101301,416
0.0101301,852
0.0099908,1126
0.0097264,1123
0.0096006,1252
0.0094787,666
0.0076837,98
0.005707,1241
0.0055287,1438
0.004369,284
0.0042105,1237
0.0041796,184
0.0040882,95
0.0037703,342
0.0026869,387
0.0017729,236
0.0017563,83
0.0017234,186
0.0017234,67
0.001707,308
0.0016907,80
0.0016421,183
0.0016261,266
0.0013183,797
0.0012017,1044
0.0008451,1344
0.0007544,415
0.0007035,1240
0.0006783,270
0.0006037,1286
0.0004705,326
0.0003997,551
0.0003997,542
0.0003302,407
0.0003302,1339
0.0003187,1052
0.0003073,1175
0.0002959,159
0.0002959,841
0.0002959,423
0.0002732,884
0.0002282,430
0.0002282,970
0.000217,902
0.000217,687
0.0002058,972
0.0002058,85
0.0001947,1130
0.0001947,30
0.0001947,878
0.0001947,1246
0.0001947,506
0.0001837,1458
0.0001726,1164
0.0001726,150
0.0001726,450
0.0001616,1461
0.0001616,737
0.0001616,1462
0.0001616,1460
0.0001616,1459
0.0001616,1457
0.0001506,1372
0.0001397,166
0.0001287,1379
0.0001287,1369
0.0001287,879
0.0001178,1453
0.0001178,1353
0.0001178,1351
0.0001178,131
0.000107,1375
0.000107,128
0.000107,130
0.000107,1046
0.000107,343
0.000107,1293
0.000107,129
0.000107,1086
0.000107,570
0.0000961,997
0.0000853,1390
0.0000853,1430
0.0000853,71
0.0000853,363
0.0000853,741
0.0000853,395
0.0000853,1363
0.0000746,900
0.0000746,1257
0.0000746,432
0.0000746,880
0.0000746,932
0.0000746,718
0.0000746,738
0.0000746,569
0.0000638,1414
0.0000638,796
0.0000638,392
0.0000638,52
0.0000638,49
0.0000638,708
0.0000638,449
0.0000638,1279
0.0000638,521
0.0000638,225
0.0000638,365
0.0000638,1162
0.0000638,417
0.0000638,116
0.0000638,1368
0.0000638,931
0.0000638,142
0.0000531,1082
0.0000531,1380
0.0000531,1356
0.0000531,167
0.0000531,158
0.0000531,1359
0.0000531,399
0.0000531,938
0.0000531,296
0.0000531,199
0.0000531,121
0.0000531,393
0.0000531,18
0.0000424,1387
0.0000424,547
0.0000424,234
0.0000424,1135
0.0000424,1354
0.0000424,9
0.0000424,596
0.0000424,665
0.0000424,1138
0.0000424,1441
0.0000424,237
0.0000424,235
0.0000424,1373
0.0000424,483
0.0000424,733
0.0000424,197
0.0000424,245
0.0000424,1087
0.0000424,123
0.0000424,1393
0.0000424,1119
0.0000424,752
0.0000424,1089
0.0000424,914
0.0000318,216
0.0000318,1394
0.0000318,1341
0.0000318,1337
0.0000318,379
0.0000318,667
0.0000318,628
0.0000318,388
0.0000318,410
0.0000318,92
0.0000318,1389
0.0000318,198
0.0000318,104
0.0000318,192
0.0000318,87
0.0000318,208
0.0000318,62
0.0000318,189
0.0000318,1386
0.0000318,953
0.0000318,898
0.0000318,1376
0.0000318,63
0.0000318,1355
0.0000318,61
0.0000318,243
0.0000318,442
0.0000318,1418
0.0000318,827
0.0000318,1446
0.0000318,152
0.0000318,773
0.0000318,721
0.0000318,825
0.0000318,510
0.0000318,119
0.0000318,1133
0.0000318,747
0.0000318,144
0.0000318,170
0.0000318,466
0.0000318,1136
0.0000318,1440
0.0000318,143
0.0000318,546
0.0000318,1235
0.0000318,562
0.0000318,122
0.0000318,1185
0.0000318,1159
0.0000318,798
0.0000318,1225
0.0000318,219
0.0000318,60
0.0000318,1450
0.0000318,975
0.0000318,782
0.0000318,232
0.0000318,493
0.0000318,47
0.0000318,854
0.0000318,928
0.0000212,516
0.0000212,930
0.0000212,497
0.0000212,1027
0.0000212,468
0.0000212,484
0.0000212,1280
0.0000212,1030
0.0000212,934
0.0000212,1054
0.0000212,456
0.0000212,986
0.0000212,1043
0.0000212,978
0.0000212,982
0.0000212,977
0.0000212,420
0.0000212,967
0.0000212,1223
0.0000212,567
0.0000212,574
0.0000212,1041
0.0000212,582
0.0000212,988
0.0000212,1343
0.0000212,447
0.0000212,1349
0.0000212,527
0.0000212,949
0.0000212,446
0.0000212,533
0.0000212,1040
0.0000212,440
0.0000212,534
0.0000212,267
0.0000212,907
0.0000212,1428
0.0000212,1401
0.0000212,345
0.0000212,1099
0.0000212,1183
0.0000212,341
0.0000212,764
0.0000212,766
0.0000212,247
0.0000212,1096
0.0000212,1140
0.0000212,1091
0.0000212,1197
0.0000212,1186
0.0000212,707
0.0000212,259
0.0000212,1424
0.0000212,725
0.0000212,735
0.0000212,1113
0.0000212,820
0.0000212,1421
0.0000212,1174
0.0000212,830
0.0000212,927
0.0000212,1433
0.0000212,839
0.0000212,837
0.0000212,769
0.0000212,1139
0.0000212,360
0.0000212,1063
0.0000212,486
0.0000212,1214
0.0000212,262
0.0000212,1367
0.0000212,389
0.0000212,1146
0.0000212,917
0.0000212,1148
0.0000212,918
0.0000212,377
0.0000212,1081
0.0000212,1447
0.0000212,1454
0.0000106,297
0.0000106,268
0.0000106,1129
0.0000106,1168
0.0000106,1166
0.0000106,480
0.0000106,1230
0.0000106,1036
0.0000106,1131
0.0000106,455
0.0000106,1132
0.0000106,294
0.0000106,473
0.0000106,1142
0.0000106,1141
0.0000106,472
0.0000106,470
0.0000106,467
0.0000106,471
0.0000106,477
0.0000106,260
0.0000106,1161
0.0000106,287
0.0000106,261
0.0000106,288
0.0000106,1025
0.0000106,478
0.0000106,460
0.0000106,404
0.0000106,320
0.0000106,445
0.0000106,372
0.0000106,1077
0.0000106,370
0.0000106,371
0.0000106,418
0.0000106,444
0.0000106,422
0.0000106,1085
0.0000106,1084
0.0000106,1219
0.0000106,413
0.0000106,412
0.0000106,402
0.0000106,403
0.0000106,1206
0.0000106,405
0.0000106,408
0.0000106,391
0.0000106,1211
0.0000106,1069
0.0000106,357
0.0000106,355
0.0000106,424
0.0000106,244
0.0000106,318
0.0000106,437
0.0000106,441
0.0000106,1125
0.0000106,1127
0.0000106,1039
0.0000106,306
0.0000106,325
0.0000106,436
0.0000106,1097
0.0000106,1195
0.0000106,347
0.0000106,435
0.0000106,1100
0.0000106,336
0.0000106,431
0.0000106,1181
0.0000106,434
0.0000106,1250
0.0000106,397
0.0000106,1255
0.0000106,888
0.0000106,664
0.0000106,893
0.0000106,895
0.0000106,655
0.0000106,1384
0.0000106,1392
0.0000106,1395
0.0000106,1017
0.0000106,886
0.0000106,867
0.0000106,870
0.0000106,872
0.0000106,681
0.0000106,1396
0.0000106,1383
0.0000106,1374
0.0000106,866
0.0000106,100
0.0000106,608
0.0000106,605
0.0000106,933
0.0000106,936
0.0000106,592
0.0000106,609
0.0000106,99
0.0000106,641
0.0000106,622
0.0000106,908
0.0000106,909
0.0000106,915
0.0000106,916
0.0000106,625
0.0000106,688
0.0000106,1402
0.0000106,1345
0.0000106,12
0.0000106,20
0.0000106,1436
0.0000106,755
0.0000106,814
0.0000106,817
0.0000106,765
0.0000106,776
0.0000106,818
0.0000106,808
0.0000106,803
0.0000106,806
0.0000106,807
0.0000106,781
0.0000106,780
0.0000106,746
0.0000106,1427
0.0000106,693
0.0000106,838
0.0000106,1412
0.0000106,858
0.0000106,1406
0.0000106,861
0.0000106,1404
0.0000106,848
0.0000106,712
0.0000106,33
0.0000106,1415
0.0000106,1423
0.0000106,728
0.0000106,723
0.0000106,831
0.0000106,1417
0.0000106,1348
0.0000106,644
0.0000106,530
0.0000106,981
0.0000106,983
0.0000106,1278
0.0000106,1302
0.0000106,559
0.0000106,511
0.0000106,1002
0.0000106,1277
0.0000106,563
0.0000106,509
0.0000106,537
0.0000106,153
0.0000106,951
0.0000106,515
0.0000106,1290
0.0000106,524
0.0000106,529
0.0000106,987
0.0000106,1291
0.0000106,531
0.0000106,513
0.0000106,566
0.0000106,555
0.0000106,954
0.0000106,584
0.0000106,154
0.0000106,952
0.0000106,962
0.0000106,579
0.0000106,1258
0.0000106,578
0.0000106,956
0.0000106,155
0,1158
0,1244
0,1283
0,1422
0,1425
0,1172
0,1249
0,1173
0,1444
0,1420
0,1239
0,1236
0,1285
0,1234
0,1180
0,1419
0,1176
0,1179
0,1259
0,1178
0,1242
0,1156
0,1262
0,1426
0,1163
0,1434
0,11
0,1165
0,1445
0,1435
0,27
0,1266
0,1160
0,1248
0,1437
0,1432
0,1247
0,1443
0,1429
0,1170
0,1171
0,1264
0,1265
0,1169
0,1410
0,1431
0,1451
0,1167
0,1281
0,1287
0,1218
0,1408
0,1371
0,1209
0,1210
0,1207
0,1224
0,1208
0,1226
0,1212
0,1203
0,1202
0,1335
0,1227
0,1205
0,1336
0,1366
0,1184
0,1216
0,1215
0,1217
0,1357
0,1352
0,1221
0,1358
0,1365
0,1362
0,1213
0,1361
0,1360
0,1222
0,1201
0,1382
0,1385
0,1231
0,1193
0,1403
0,1190
0,1289
0,1191
0,1232
0,1200
0,1288
0,1407
0,1187
0,1233
0,1188
0,1229
0,1400
0,1399
0,1298
0,1297
0,1388
0,1155
0,1299
0,1199
0,1296
0,1198
0,1295
0,1196
0,1398
0,1397
0,1194
0,794
0,1151
0,905
0,912
0,911
0,910
0,642
0,643
0,913
0,631
0,919
0,922
0,923
0,920
0,624
0,623
0,906
0,901
0,540
0,649
0,661
0,891
0,890
0,668
0,889
0,660
0,894
0,658
0,652
0,651
0,653
0,897
0,654
0,924
0,617
0,616
0,615
0,973
0,971
0,568
0,571
0,573
0,974
0,976
0,980
0,545
0,543
0,548
0,550
0,549
0,576
0,580
0,583
0,926
0,611
0,613
0,604
0,925
0,610
0,939
0,950
0,947
0,948
0,946
0,942
0,944
0,887
0,883
0,882
0,824
0,757
0,758
0,759
0,760
0,761
0,756
0,753
0,751
0,819
0,742
0,744
0,750
0,748
0,762
0,763
0,767
0,789
0,788
0,790
0,809
0,791
0,800
0,811
0,812
0,771
0,770
0,772
0,775
0,774
0,822
0,736
0,675
0,734
0,862
0,694
0,860
0,859
0,856
0,863
0,865
0,868
0,874
0,876
0,873
0,869
0,871
0,700
0,855
0,703
0,729
0,727
0,730
0,828
0,826
0,724
0,717
0,704
0,851
0,705
0,835
0,832
0,715
0,985
0,539
0,1150
0,1090
0,339
0,1101
0,346
0,348
0,1093
0,338
0,1103
0,1104
0,331
0,1110
0,1108
0,1106
0,1107
0,1092
0,359
0,538
0,361
0,1071
0,1070
0,1068
0,1067
0,1066
0,1072
0,1073
0,1075
0,1080
0,1083
0,1079
0,1076
0,1078
0,1111
0,328
0,327
0,1114
0,290
0,293
0,295
0,298
0,299
0,289
0,1137
0,281
0,1147
0,1149
0,1145
0,279
0,1143
0,301
0,303
0,1128
0,1115
0,1117
0,322
0,316
0,323
0,317
0,1118
0,305
0,310
0,1124
0,1122
0,314
0,1121
0,1065
0,1064
0,793
0,1020
0,1008
0,1007
0,1005
0,1004
0,1003
0,496
0,495
0,1009
0,1016
0,1018
0,1015
0,1010
0,1013
0,504
0,505
0,1001
0,528
0,989
0,532
0,990
0,536
0,523
0,520
0,507
0,996
0,999
0,994
0,992
0,993
0,1019
0,1022
0,1062
0,475
0,421
0,1053
0,1051
0,1050
0,1049
0,419
0,1055
0,1056
0,1059
0,1060
0,1058
0,411
0,1057
0,1048
0,1047
0,1037
0,464
0,463
0,1029
0,461
0,1028
0,1031
0,1032
0,451
0,453
0,452
0,1035
0,458
0,1033
0,731
