Information Gain,Column Number
0.73611,667
0.73381,588
0.72889,107
0.72728,804
0.72395,526
0.72169,957
0.72005,477
0.71686,532
0.71254,546
0.71217,887
0.70876,1247
0.70867,468
0.70859,860
0.70849,250
0.70677,207
0.70612,171
0.70517,278
0.70478,504
0.70377,607
0.69978,896
0.69747,989
0.69716,298
0.69716,1343
0.69716,140
0.69716,41
0.69716,1326
0.69716,1365
0.69716,16
0.69716,1309
0.69716,124
0.69716,535
0.69716,787
0.69438,125
0.69392,696
0.68798,166
0.68595,294
0.68529,23
0.68452,346
0.68452,255
0.68265,453
0.68064,287
0.67976,480
0.67835,499
0.67779,322
0.67626,599
0.66855,83
0.66018,463
0.65986,444
0.65891,332
0.65828,622
0.657,852
0.65639,31
0.65186,577
0.65155,44
0.64935,1444
0.64917,4
0.64489,266
0.6443,195
0.64199,361
0.641,642
0.63348,613
0.63016,538
0.62627,508
0.62392,40
0.62038,5
0.61698,1117
0.61274,1342
0.61235,403
0.61235,7
0.61123,627
0.61121,170
0.61105,341
0.60926,658
0.60706,1269
0.60706,1019
0.60706,1272
0.60706,1244
0.60681,802
0.6067,177
0.6067,676
0.6028,659
0.60109,925
0.60057,15
0.60051,518
0.599,1025
0.59731,348
0.59397,230
0.59338,610
0.59283,736
0.59283,811
0.58557,594
0.58557,1344
0.58557,940
0.58213,484
0.58152,485
0.58075,785
0.57993,623
0.57693,1050
0.57571,473
0.57571,670
0.57548,238
0.57548,39
0.57548,840
0.57092,151
0.57083,1280
0.57039,311
0.56809,657
0.56737,759
0.56621,26
0.56615,206
0.56603,589
0.56576,119
0.56576,604
0.56391,251
0.56292,351
0.5608,745
0.55931,1093
0.55931,845
0.55629,505
0.55304,743
0.55244,353
0.54888,838
0.5478,1089
0.5478,879
0.5478,959
0.5478,820
0.5478,312
0.5478,953
0.5478,712
0.5478,731
0.5478,714
0.5478,1353
0.5478,198
0.5478,1270
0.5478,210
0.5478,1264
0.54694,1423
0.54677,773
0.54598,165
0.54526,246
0.54263,770
0.54184,136
0.54163,1030
0.54163,147
0.54163,767
0.54163,460
0.54163,950
0.54163,134
0.54042,862
0.5391,189
0.53272,1062
0.52837,537
0.52732,54
0.52639,555
0.52639,554
0.52432,760
0.52312,431
0.51985,1070
0.51959,362
0.51946,1416
0.51488,621
0.51482,359
0.51287,1186
0.51236,576
0.51177,164
0.51177,239
0.51177,1290
0.50954,1096
0.50923,300
0.50476,1043
0.50321,1415
0.5021,1197
0.50141,941
0.50133,87
0.49909,972
0.49673,1433
0.49456,570
0.49456,572
0.49271,516
0.49242,671
0.49181,385
0.49171,660
0.491,53
0.48697,1429
0.48298,873
0.48298,1221
0.48298,1381
0.48298,388
0.48298,742
0.48298,1359
0.48231,401
0.4773,1294
0.47438,173
0.47368,980
0.47368,423
0.47123,1056
0.46859,1325
0.46848,1146
0.46845,391
0.46539,97
0.46205,597
0.46158,280
0.46095,703
0.45809,1051
0.45809,123
0.45809,150
0.45809,18
0.45809,129
0.45809,303
0.45809,579
0.45809,19
0.45809,934
0.45809,668
0.45809,1436
0.45809,197
0.45809,279
0.45809,662
0.45809,960
0.45809,98
0.45809,1260
0.45412,221
0.4529,181
0.45154,49
0.45135,967
0.44673,552
0.44302,82
0.4411,217
0.4411,74
0.43966,853
0.4387,440
0.43716,911
0.43637,445
0.43497,833
0.43439,1297
0.43417,412
0.43231,263
0.42755,816
0.42491,874
0.42426,47
0.42314,30
0.42246,471
0.41892,1375
0.41878,258
0.41665,1132
0.41665,1432
0.41581,1321
0.41567,339
0.41427,498
0.41427,494
0.41418,211
0.41232,654
0.41003,825
0.41003,383
0.40852,1334
0.40832,242
0.40832,761
0.40832,1361
0.40695,483
0.40575,1431
0.40549,27
0.40532,626
0.40532,625
0.40455,1441
0.40191,1276
0.40191,1031
0.40191,72
0.40191,28
0.39966,958
0.39966,456
0.39845,786
0.3968,813
0.39608,756
0.3953,316
0.39497,430
0.39221,1237
0.38982,162
0.38904,381
0.38738,159
0.38738,160
0.38738,161
0.38686,553
0.3799,517
0.37614,8
0.37542,406
0.37482,601
0.37471,672
0.37133,861
0.37049,1242
0.37049,433
0.36986,631
0.36986,632
0.36321,1010
0.36291,665
0.36254,446
0.36241,1243
0.36241,815
0.36241,944
0.36241,310
0.36241,386
0.36241,487
0.36241,1427
0.36241,1057
0.36241,154
0.36241,968
0.36241,847
0.36215,17
0.36198,142
0.36019,428
0.35954,413
0.35485,364
0.3544,788
0.3544,424
0.35408,180
0.35182,740
0.35067,9
0.34882,220
0.34866,172
0.34866,193
0.34866,1362
0.34866,954
0.34403,330
0.34325,933
0.34183,297
0.34062,114
0.33902,84
0.33873,782
0.33681,649
0.33564,436
0.334,922
0.334,618
0.334,620
0.334,219
0.334,133
0.334,1239
0.334,590
0.334,389
0.33131,100
0.32392,1255
0.32294,1258
0.32263,902
0.31998,461
0.31993,373
0.31824,897
0.31807,1257
0.31501,1296
0.31492,259
0.31468,291
0.31423,253
0.31418,1232
0.31418,1419
0.31173,689
0.30951,726
0.30934,931
0.30872,126
0.30851,1121
0.30468,148
0.30444,1268
0.30415,1437
0.30415,869
0.30415,1401
0.30415,1440
0.30415,1438
0.30415,216
0.30415,131
0.30415,69
0.30415,1439
0.30415,80
0.30415,90
0.30415,340
0.30415,169
0.30415,1435
0.30415,375
0.30415,1085
0.30415,987
0.30415,191
0.30415,293
0.30415,393
0.30415,1275
0.30415,1072
0.30415,1181
0.30415,1021
0.30415,265
0.30415,986
0.30415,984
0.30415,985
0.30415,982
0.30415,1292
0.30415,117
0.30415,983
0.29993,296
0.29964,1128
0.29489,557
0.29489,614
0.29489,656
0.29489,556
0.29382,318
0.29382,455
0.29382,936
0.29061,29
0.28676,1341
0.28592,1318
0.2851,1396
0.28416,101
0.28147,918
0.27998,707
0.27938,617
0.27835,396
0.27609,6
0.27609,992
0.27609,1288
0.27609,1195
0.27609,993
0.27609,1299
0.27468,1135
0.27468,574
0.27468,548
0.27468,178
0.27468,1345
0.26822,1191
0.26586,1293
0.2627,680
0.2627,1399
0.2627,1322
0.26201,609
0.26037,1104
0.25775,1138
0.25775,231
0.25775,962
0.25775,1397
0.25775,966
0.25775,275
0.25775,1110
0.25775,799
0.25775,390
0.25775,1358
0.25775,955
0.25775,1398
0.25775,776
0.25775,1140
0.25775,746
0.25775,1192
0.25775,276
0.25775,1422
0.25775,400
0.25775,212
0.25775,762
0.25775,337
0.25775,334
0.25775,730
0.25775,77
0.25775,398
0.25775,846
0.25775,841
0.25775,842
0.25775,1347
0.25775,683
0.25775,826
0.25775,827
0.25775,901
0.25775,1339
0.25775,73
0.25775,909
0.25747,600
0.2549,92
0.25472,520
0.25467,188
0.2531,1189
0.25293,822
0.25213,878
0.25176,915
0.25006,1162
0.24934,790
0.24934,674
0.24682,1376
0.24682,496
0.2439,734
0.2439,1302
0.2439,1088
0.2437,202
0.2437,591
0.24274,1246
0.24125,112
0.23865,139
0.23865,321
0.23865,411
0.23796,1194
0.23479,1308
0.23392,495
0.23324,948
0.23319,20
0.23178,1029
0.23051,903
0.23026,888
0.22935,86
0.22781,372
0.22074,798
0.22027,818
0.22027,771
0.22027,904
0.22027,920
0.22027,809
0.22027,223
0.22027,646
0.22027,721
0.22027,981
0.22027,777
0.22027,420
0.22027,851
0.22027,836
0.22027,1208
0.21596,969
0.21596,88
0.21451,91
0.21451,1002
0.21451,135
0.2136,451
0.21199,355
0.2081,1211
0.20782,443
0.20514,347
0.20366,870
0.20107,1332
0.19485,1271
0.19485,1153
0.19485,1158
0.19485,209
0.19485,1179
0.19227,692
0.18693,1067
0.18635,1075
0.18635,305
0.1847,727
0.18236,1351
0.18054,653
0.18005,619
0.17568,774
0.17102,749
0.17088,1337
0.17042,593
0.17042,540
0.17042,595
0.17042,651
0.17042,542
0.17042,543
0.17042,578
0.17042,539
0.17042,95
0.17042,56
0.16443,1241
0.16419,354
0.16419,946
0.16404,481
0.15951,1004
0.15696,493
0.15664,1316
0.15664,1234
0.15649,1261
0.15649,301
0.15649,120
0.15649,402
0.15649,766
0.15649,952
0.15649,738
0.15649,708
0.15649,755
0.15649,382
0.15649,59
0.15422,115
0.14926,1127
0.14701,1125
0.14684,864
0.14684,261
0.14684,693
0.14684,143
0.13784,830
0.13784,144
0.13784,61
0.13784,71
0.13784,763
0.13784,102
0.13784,1187
0.13784,974
0.13784,937
0.13784,828
0.13784,829
0.13302,718
0.12684,1442
0.1255,343
0.12404,650
0.12404,1156
0.12404,1349
0.12404,130
0.12404,418
0.12404,1317
0.12404,104
0.12404,605
0.12404,51
0.12404,647
0.12404,1055
0.12028,1100
0.1146,1157
0.11427,63
0.11427,1254
0.10769,13
0.10208,881
0.10193,562
0.10193,1045
0.10193,565
0.10193,996
0.10193,137
0.10193,566
0.10193,564
0.10193,561
0.10133,404
0.10133,233
0.10133,1370
0.10133,757
0.10133,964
0.10133,867
0.10133,1403
0.10133,1402
0.09363,1340
0.09363,1389
0.09212,1053
0.08626,167
0.08626,1061
0.08046,1283
0.08046,563
0.08046,116
0.08046,70
0.08046,257
0.08046,175
0.08046,1357
0.08046,145
0.08046,1071
0.08046,1
0.08046,643
0.08046,886
0.08046,884
0.08046,679
0.08046,405
0.08046,930
0.08046,290
0.08046,663
0.08046,368
0.08046,434
0.08046,441
0.08046,1017
0.08046,729
0.08046,2
0.08046,454
0.08046,3
0.08046,489
0.08046,1407
0.08046,803
0.08046,805
0.08046,367
0.08046,938
0.08046,640
0.08046,637
0.08046,634
0.08046,638
0.08046,633
0.08046,635
0.08046,636
0.08046,1052
0.08046,1049
0.08046,644
0.08046,639
0.08024,669
0.07621,1042
0.06698,1149
0.06698,252
0.06698,1169
0.06543,943
0.05958,823
0.05958,1315
0.05958,844
0.05958,45
0.05958,36
0.05958,905
0.05407,247
0.05268,1331
0.05107,497
0.05056,1095
0.05056,1333
0.04513,502
0.04363,1324
0.04347,14
0.04084,837
0.03923,560
0.03923,559
0.03923,558
0.03923,511
0.03923,1323
0.03923,655
0.03923,510
0.03923,630
0.03923,744
0.03923,616
0.03923,501
0.03923,509
0.03923,1102
0.03923,628
0.03923,603
0.03923,608
0.03923,606
0.03637,711
0.03434,1391
0.03005,1352
0.03005,1363
0.0284,868
0.0284,146
0.0284,794
0.0284,765
0.0284,415
0.0284,1159
0.02533,1256
0.01938,113
0.01938,240
0.01938,442
0.01938,10
0.01938,76
0.01938,283
0.01938,1445
0.01938,567
0.01938,949
0.01938,912
0.01938,1286
0.01938,866
0.01938,863
0.01938,1335
0.01938,939
0.01938,1216
0.01938,1364
0.01938,973
0.01938,1115
0.01938,1164
0.01938,1182
0.01938,1001
0.01938,988
0.01938,793
0.01938,1097
0.01938,682
0.01203,1172
0.01203,1336
0.01203,85
0.01203,1319
0.01203,447
0.01203,1420
0.01071,111
0.01071,834
0.01071,1338
0.01071,1152
0.007,1114
0.00599,778
0.00599,1065
0.00599,1184
0.00599,702
0.00599,336
0.00599,1020
0.00599,856
0.00599,1177
0.00599,892
0.00599,1129
0.00599,1417
0.00599,768
0.00599,1229
0.00599,331
0.00599,1027
0.00529,1060
0,1174
0,1421
0,179
0,1173
0,1175
0,1217
0,149
0,192
0,1165
0,1214
0,182
0,1171
0,186
0,1170
0,184
0,1168
0,1167
0,1166
0,1215
0,1176
0,1424
0,176
0,1205
0,1203
0,1202
0,1201
0,1204
0,1206
0,1199
0,1425
0,152
0,1210
0,1207
0,1200
0,1198
0,174
0,1183
0,1428
0,1212
0,1178
0,1213
0,1185
0,1196
0,1188
0,1193
0,1190
0,1426
0,1180
0,1409
0,1430
0,236
0,235
0,237
0,1122
0,1120
0,234
0,232
0,1118
0,228
0,227
0,229
0,1123
0,1124
0,1119
0,1116
0,1163
0,1105
0,1106
0,254
0,1109
0,1101
0,1108
0,249
0,1443
0,245
0,1113
0,1112
0,248
0,1111
0,226
0,225
0,224
0,1147
0,1148
0,1145
0,1151
0,1144
0,1150
0,200
0,1126
0,1155
0,1160
0,1154
0,199
0,1219
0,1143
0,208
0,1142
0,1133
0,218
0,1131
0,1141
0,1130
0,1134
0,1136
0,215
0,214
0,1139
0,1137
0,213
0,1218
0,1225
0,1220
0,57
0,1348
0,58
0,1350
0,1346
0,55
0,1355
0,1366
0,50
0,1360
0,1411
0,52
0,1356
0,60
0,62
0,64
0,1320
0,1327
0,75
0,65
0,1313
0,1328
0,1329
0,1330
0,1412
0,66
0,67
0,68
0,1410
0,46
0,141
0,1390
0,1392
0,1388
0,1393
0,1387
0,25
0,1404
0,1367
0,1406
0,1408
0,1405
0,22
0,21
0,1386
0,1385
0,1384
0,1371
0,1372
0,43
0,1383
0,1369
0,1373
0,1374
0,1377
0,1378
0,1382
0,1380
0,1379
0,78
0,1311
0,1310
0,1249
0,1250
0,1248
0,118
0,1245
0,1251
0,1252
0,81
0,1262
0,1263
0,1259
0,1418
0,1253
0,1240
0,1238
0,1236
0,138
0,1224
0,1223
0,1235
0,1222
0,1226
0,1227
0,1228
0,132
0,1099
0,1231
0,1230
0,1265
0,1266
0,1267
0,89
0,1300
0,1298
0,1287
0,1295
0,1301
0,1303
0,1304
0,1414
0,1306
0,1413
0,1305
0,1291
0,1285
0,108
0,105
0,1277
0,106
0,96
0,1274
0,103
0,1278
0,1279
0,1281
0,1284
0,1282
0,99
0,1233
0,1084
0,1098
0,1094
0,875
0,872
0,871
0,865
0,448
0,876
0,439
0,438
0,883
0,885
0,435
0,877
0,882
0,449
0,450
0,859
0,821
0,824
0,465
0,848
0,466
0,843
0,459
0,452
0,857
0,858
0,850
0,458
0,849
0,432
0,889
0,890
0,408
0,407
0,410
0,914
0,910
0,913
0,916
0,900
0,923
0,399
0,921
0,917
0,919
0,906
0,414
0,429
0,426
0,425
0,427
0,422
0,891
0,893
0,894
0,899
0,417
0,416
0,898
0,895
0,419
0,467
0,819
0,469
0,706
0,710
0,705
0,715
0,704
0,713
0,716
0,700
0,722
0,724
0,720
0,717
0,719
0,701
0,699
0,728
0,673
0,675
0,666
0,678
0,664
0,677
0,681
0,698
0,695
0,697
0,694
0,686
0,687
0,725
0,732
0,470
0,796
0,797
0,795
0,801
0,792
0,800
0,812
0,789
0,472
0,817
0,814
0,475
0,474
0,791
0,775
0,733
0,741
0,747
0,739
0,750
0,735
0,748
0,751
0,772
0,764
0,769
0,754
0,752
0,753
0,924
0,397
0,926
0,1037
0,1038
0,304
0,1041
0,1036
0,1040
0,299
0,307
0,295
0,1048
0,1047
0,1044
0,1046
0,306
0,1035
0,292
0,1026
0,319
0,1024
0,1028
0,1023
0,317
0,315
0,309
0,1033
0,1034
0,1032
0,314
0,313
0,1058
0,1059
0,324
0,661
0,1086
0,1083
0,1087
0,1082
0,267
0,1090
0,1079
0,1092
0,260
0,262
0,264
0,1091
0,1081
0,1078
0,1063
0,285
0,284
0,286
0,282
0,1064
0,1066
0,281
0,1077
0,1074
0,1076
0,1073
0,1068
0,1069
0,1022
0,326
0,395
0,374
0,971
0,970
0,370
0,376
0,371
0,369
0,378
0,990
0,363
0,365
0,976
0,366
0,377
0,379
0,994
0,392
0,932
0,928
0,942
0,927
0,935
0,945
0,380
0,963
0,965
0,961
0,947
0,384
0,991
0,995
0,327
0,1013
0,338
0,1012
0,335
0,1011
0,1014
0,1015
0,1009
0,329
0,328
0,1018
0,333
0,1016
0,342
0,344
0,997
0,998
0,1000
0,357
0,352
0,358
0,1003
0,1005
0,345
0,1007
0,1008
0,1006
0,350
0,349
0,723
